label,filename,partition,sk_L,sk_a,sk_b,hr_L,hr_a,hr_b,lp_L,lp_a,lp_b,ey_L,ey_a,ey_b
LIGHT SPRING,23247.jpg,train,157.0,6.0,-1.0,148.0,-3.0,6.0,150.0,12.0,-7.0,69.0,0.0,-4.0
LIGHT SPRING,23257.jpg,train,189.0,0.0,0.0,172.0,-1.0,7.0,147.0,20.0,-5.0,91.0,-3.0,-14.0
LIGHT SPRING,234.jpg,train,169.0,5.0,6.0,154.0,-3.0,12.0,113.0,31.0,10.0,95.0,-1.0,-9.0
LIGHT SPRING,23964.jpg,train,195.0,1.0,6.0,89.0,4.0,10.0,162.0,15.0,-3.0,48.0,1.0,-3.0
LIGHT SPRING,2418.jpg,train,132.0,8.0,5.0,135.0,-1.0,4.0,91.0,26.0,6.0,27.0,-2.0,0.0
LIGHT SPRING,24425.jpg,train,161.0,5.0,13.0,51.0,3.0,6.0,147.0,16.0,8.0,107.0,1.0,7.0
LIGHT SPRING,24489.jpg,train,168.0,5.0,8.0,114.0,1.0,13.0,131.0,20.0,0.0,0.0,0.0,0.0
LIGHT SPRING,2511.jpg,train,141.0,5.0,-4.0,110.0,-1.0,1.0,92.0,18.0,-1.0,84.0,4.0,-24.0
LIGHT SPRING,25650.jpg,train,151.0,6.0,4.0,99.0,-1.0,11.0,124.0,17.0,4.0,128.5,-3.0,-6.0
LIGHT SPRING,26477.jpg,train,185.0,1.0,-2.0,173.0,-6.0,-1.0,139.0,18.0,-9.0,107.0,-1.0,-13.0
LIGHT SPRING,26876.jpg,train,190.0,2.0,-3.0,111.0,1.0,12.0,172.0,9.0,-1.0,136.0,-1.0,1.0
LIGHT SPRING,27557.jpg,train,184.0,0.0,3.0,108.0,2.0,9.0,144.0,14.0,0.0,97.0,-1.0,-9.0
LIGHT SPRING,27591.jpg,train,153.0,6.0,-3.0,73.0,-2.0,10.0,119.0,26.0,-3.0,116.0,2.0,-23.0
LIGHT SPRING,27862.jpg,train,184.0,4.0,-4.0,144.0,-1.0,11.0,147.0,20.0,-5.0,128.0,-1.0,-16.0
LIGHT SPRING,28002.jpg,train,171.0,0.0,9.0,152.0,-6.0,7.0,157.0,11.0,-4.0,88.0,-1.0,1.0
LIGHT SPRING,28068.jpg,train,172.0,3.0,9.0,85.0,3.0,11.0,125.0,21.0,7.0,91.0,0.0,-1.0
LIGHT SPRING,28251.jpg,train,153.0,7.0,16.0,89.0,2.0,3.0,104.0,18.0,14.0,20.0,0.0,-3.0
LIGHT SPRING,28259.jpg,train,154.0,3.0,0.0,102.0,-1.0,8.0,95.0,23.0,7.0,70.5,2.0,-6.0
LIGHT SPRING,28262.jpg,train,169.0,0.0,21.0,175.0,-7.0,6.0,140.0,16.0,6.0,30.0,2.0,-6.0
LIGHT SPRING,28966.jpg,train,177.0,7.0,15.0,112.0,3.0,12.0,161.0,21.0,9.0,121.0,-2.0,-6.0
LIGHT SPRING,3958.jpg,train,200.0,4.0,-4.0,148.0,-4.0,7.0,180.0,12.0,-8.0,182.0,-2.0,-12.0
LIGHT SPRING,5010.jpg,train,207.0,-3.0,1.0,193.0,-5.0,5.0,155.0,26.0,-11.0,160.0,-3.0,-13.0
LIGHT SPRING,5440.jpg,train,180.0,4.0,0.0,121.0,0.0,12.0,146.0,19.0,-3.0,97.0,-1.0,-5.0
LIGHT SPRING,6106.jpg,train,180.0,4.0,3.0,115.0,1.0,13.0,165.0,16.0,-3.0,95.0,0.0,-7.0
LIGHT SPRING,6814.jpg,train,196.0,5.0,-12.0,120.0,-3.0,14.0,168.0,20.0,-8.0,50.0,0.0,0.0
LIGHT SPRING,7000.jpg,train,147.0,1.0,10.0,158.0,-9.0,9.0,108.0,21.0,1.0,0.0,0.0,0.0
LIGHT SPRING,7971.jpg,train,201.0,1.0,0.0,218.0,-7.0,-4.0,103.0,60.0,14.0,74.0,3.0,-2.0
LIGHT SPRING,9019.jpg,train,177.0,2.0,-3.0,81.0,1.0,11.0,142.0,18.0,-9.0,113.0,-3.0,-9.0
LIGHT SPRING,9404.jpg,train,152.0,4.0,0.0,119.0,-1.0,6.0,117.0,13.0,1.0,79.0,2.0,2.0
LIGHT SPRING,9460.jpg,train,179.0,0.0,-5.0,111.0,0.0,4.0,120.0,25.0,-3.0,140.0,-6.0,-12.0
LIGHT SPRING,9583.jpg,train,210.0,2.0,5.0,177.0,-1.0,4.0,192.0,13.0,-1.0,117.0,7.0,-7.0
LIGHT SPRING,9848.jpg,train,162.0,4.0,-4.0,123.0,-2.0,4.0,99.0,21.0,8.0,71.0,1.0,-7.0
LIGHT SPRING,cameron diaz-primavera light.png,train,149.0,8.0,3.0,142.0,-2.0,7.0,104.0,39.0,-5.0,52.0,2.0,-13.0
LIGHT SPRING,chloe sevigny- primavera light.png,train,197.0,3.0,0.0,170.0,0.5,10.0,155.0,19.0,-1.0,128.0,-1.0,-4.0
LIGHT SPRING,cyntia nixon primavera light.png,train,199.0,2.0,4.0,116.0,3.0,6.0,152.0,12.0,6.0,123.5,-1.0,0.0
LIGHT SPRING,gillian anderson-primavera light.png,train,198.0,2.0,0.0,158.0,-2.0,10.0,155.0,21.0,-1.0,152.0,0.0,-11.0
LIGHT SPRING,kevin mckidd-primavera light.png,train,177.0,2.0,6.0,112.0,0.0,8.0,155.0,12.0,3.0,119.0,-1.0,5.0
LIGHT SPRING,kylie minogue- primavera light.png,train,187.0,5.0,1.0,152.0,-1.0,9.0,154.0,17.0,0.0,129.0,-1.0,-8.0
LIGHT SPRING,laura dern- primavera light.png,train,161.0,6.0,-5.0,112.0,-2.0,6.0,120.0,21.0,-7.0,72.0,2.0,-9.0
LIGHT SPRING,nikole kidman- primavera light.png,train,163.0,1.0,-3.0,87.0,2.0,12.0,107.0,17.0,-6.0,114.0,-1.0,-12.0
LIGHT SPRING,owen wilson-primavera light.png,train,139.0,4.0,1.0,102.0,-2.0,10.0,115.0,9.0,-2.0,83.0,0.0,0.0
LIGHT SPRING,10713.jpg,test,163.0,3.0,-6.0,57.0,0.0,4.0,78.0,41.0,27.0,88.0,2.0,1.0
LIGHT SPRING,12481.jpg,test,137.0,4.0,2.0,122.0,-4.0,0.0,119.0,10.0,0.0,76.0,1.0,-6.0
LIGHT SPRING,13730.jpg,test,161.0,3.0,-8.0,116.0,-2.0,6.0,139.0,13.0,-15.0,0.0,0.0,0.0
LIGHT SPRING,14674.jpg,test,120.0,6.0,1.0,161.0,-2.0,2.0,102.0,9.0,-2.0,43.0,1.0,1.0
LIGHT SPRING,1728.jpg,test,164.0,-1.0,-9.0,104.0,-1.0,6.0,102.0,16.0,-5.0,84.0,-3.0,-10.0
LIGHT SPRING,19624.jpg,test,178.0,6.0,9.0,138.0,-1.0,11.0,146.0,20.0,2.0,40.0,2.0,3.0
LIGHT SPRING,20428.jpg,test,175.0,2.0,3.0,24.0,-2.0,2.0,121.0,25.0,3.0,91.0,-1.0,-1.0
LIGHT SPRING,22753.jpg,test,192.0,3.0,-6.0,121.0,-1.0,6.0,146.0,24.0,1.0,118.0,2.0,-21.0
LIGHT SPRING,22844.jpg,test,187.0,2.0,-4.0,122.0,0.0,7.0,132.0,29.0,0.0,112.0,-2.0,-12.0
LIGHT SPRING,23730.jpg,test,153.0,7.0,12.0,70.0,0.0,9.0,70.0,33.0,19.0,96.0,-3.0,-2.0
LIGHT SPRING,25517.jpg,test,132.0,4.0,7.0,106.0,-3.0,1.0,106.0,14.0,5.0,89.0,2.0,-3.0
LIGHT SPRING,27893.jpg,test,144.0,4.0,5.0,53.0,-3.0,-1.0,128.0,12.0,-1.0,110.0,-3.0,-8.0
LIGHT SPRING,2925.jpg,test,177.0,5.0,12.0,94.0,4.0,15.0,139.0,24.0,9.0,110.0,-2.0,-13.0
LIGHT SPRING,4601.jpg,test,158.0,4.0,11.0,168.0,-4.0,-4.0,123.0,17.0,10.0,0.0,0.0,0.0
LIGHT SPRING,5552.jpg,test,143.0,6.0,0.0,117.0,-2.0,7.0,115.0,18.0,-1.0,90.0,-1.0,-7.0
LIGHT SPRING,8588.jpg,test,120.0,5.0,17.0,24.0,0.0,5.0,109.0,15.0,10.0,104.0,-2.0,1.0
LIGHT SPRING,8691.jpg,test,164.0,1.0,-2.0,53.0,-2.0,4.0,134.0,10.0,-6.0,113.0,-2.0,-20.0
LIGHT SPRING,9989.jpg,test,115.0,12.0,8.0,95.0,4.0,17.0,72.0,23.0,11.0,0.0,0.0,0.0
LIGHT SPRING,Cara Delevigne 1.png,train,190.0,1.0,-5.0,102.0,1.0,8.0,142.0,19.0,-6.0,103.0,1.0,-13.0
LIGHT SPRING,Cara Delevigne 3.png,train,182.0,0.0,-3.0,90.0,-1.0,5.0,123.0,22.0,-6.0,108.0,-2.0,-11.0
LIGHT SPRING,Charlize Theron 2.png,train,178.0,4.0,3.0,134.0,-2.0,8.0,143.0,22.0,-2.0,100.0,-2.0,-6.0
LIGHT SPRING,Charlize Theron 3.png,train,166.0,4.0,-4.0,120.0,-1.0,3.0,129.0,18.0,-8.0,94.0,0.0,-11.0
LIGHT SPRING,Margot Robbie 2.png,train,184.0,0.0,-2.0,68.0,0.0,3.0,154.0,11.0,-2.0,129.0,-3.0,-11.0
LIGHT SPRING,Margot Robbie 3.png,train,183.0,5.0,6.0,165.0,-2.0,7.0,147.0,19.0,6.0,113.0,-2.0,-8.0
LIGHT SPRING,Simon Baker 1.png,train,154.0,7.0,9.0,91.0,-1.0,6.0,134.0,17.0,4.0,75.0,2.0,2.0
LIGHT SPRING,Simon Baker 2.png,train,124.0,5.0,6.0,102.0,-3.0,4.0,89.0,10.0,0.0,39.0,-2.0,1.0
LIGHT SPRING,21764.jpg,test,140.0,9.0,1.0,27.0,2.0,2.0,110.0,20.0,7.0,77.0,4.0,-12.0
LIGHT SPRING,22781.jpg,test,194.0,3.0,12.0,116.0,-3.0,9.0,124.0,35.0,12.0,0.0,0.0,0.0
LIGHT SPRING,22908.jpg,test,75.0,7.0,4.0,98.0,2.0,-8.0,72.0,10.0,2.0,54.0,4.0,-6.0
LIGHT SPRING,22927.jpg,test,152.0,4.0,-4.0,61.0,-1.0,9.0,153.0,16.0,-14.0,139.0,1.0,-18.0
LIGHT SPRING,23272.jpg,test,143.0,4.0,-1.0,97.0,-2.0,3.0,139.0,12.0,-2.0,36.0,3.0,1.0
LIGHT SPRING,24674.jpg,test,164.0,4.0,6.0,129.0,-2.0,17.0,151.0,10.0,-1.0,69.0,1.0,-6.0
LIGHT SPRING,24744.jpg,test,175.0,7.0,8.0,155.0,-4.0,15.0,141.0,20.0,2.0,96.0,-1.0,8.0
LIGHT SPRING,25159.jpg,test,171.0,6.0,1.0,148.0,-3.0,4.0,126.0,21.0,-1.0,122.0,-2.0,-11.0
LIGHT SPRING,25353.jpg,test,197.0,0.0,5.0,73.0,0.0,5.0,74.0,28.0,14.0,116.0,-1.0,0.0
LIGHT SPRING,25428.jpg,test,153.0,2.0,-4.0,79.0,-1.0,5.0,105.0,20.0,-3.0,86.0,1.0,-16.0
LIGHT SPRING,26270.jpg,test,180.0,-1.0,-7.0,76.0,-4.0,-2.0,167.0,6.0,-8.0,136.0,-3.0,-14.0
LIGHT SPRING,26471.jpg,test,153.0,2.0,3.0,57.0,-1.0,4.0,128.0,15.0,4.0,93.0,-3.0,-5.0
LIGHT SPRING,26687.jpg,test,183.0,4.0,-15.0,134.0,-2.0,11.0,154.0,15.0,-19.0,90.0,-6.0,-5.0
LIGHT SPRING,26766.jpg,test,199.0,-1.0,-23.0,180.0,-11.0,15.0,143.0,32.0,-35.0,55.0,1.0,-12.0
LIGHT SPRING,27155.jpg,test,197.0,1.0,-2.0,139.0,0.0,4.0,150.0,21.0,2.0,142.0,-2.0,-11.0
LIGHT SPRING,27415.jpg,test,185.0,5.0,7.0,185.0,-2.0,11.0,170.0,13.0,-2.0,127.0,2.0,-16.0
LIGHT SPRING,28015.jpg,test,149.0,7.0,12.0,72.0,-2.0,9.0,141.0,11.0,7.0,94.0,-1.0,4.0
LIGHT SPRING,29145.jpg,test,180.0,5.0,2.0,145.0,-1.0,5.0,135.0,24.0,1.0,77.0,2.0,-9.0
LIGHT SPRING,Cameron Diaz4.png,train,163.0,5.0,2.0,140.0,-2.0,9.0,133.0,20.0,2.0,127.0,-1.0,-11.0
LIGHT SPRING,cate blanchett.png,train,173.0,1.0,-2.0,142.0,-3.0,8.0,131.0,19.0,-1.0,95.0,0.0,-4.0
LIGHT SPRING,cate blanchett1.png,train,183.0,2.0,-13.0,142.0,-2.0,12.0,149.0,16.0,-9.0,88.0,2.0,-7.0
LIGHT SPRING,cate blanchett2.png,train,189.0,1.0,1.0,144.0,-1.0,11.0,150.0,18.0,1.0,94.0,2.0,-2.0
LIGHT SPRING,cate blanchett3.png,train,209.0,0.0,0.0,174.0,-4.0,6.0,144.0,30.0,2.0,109.0,2.0,-10.0
LIGHT SPRING,Charlize Theron.png,train,164.0,2.0,-2.0,110.0,-3.0,6.0,85.0,46.0,12.0,72.0,-1.0,-6.0
LIGHT SPRING,Chiara Ferragni10.png,train,161.0,5.0,3.0,131.0,-3.0,10.0,105.0,30.0,8.0,85.0,0.0,-6.0
LIGHT SPRING,Chiara Ferragni8.png,train,192.5,3.0,-1.0,133.0,0.0,8.0,122.0,37.0,5.0,138.0,0.0,-13.0
LIGHT SPRING,Chiara Ferragni9.png,train,190.0,2.0,0.0,156.0,-2.0,1.0,153.0,21.0,-1.0,159.0,2.0,-20.0
LIGHT SPRING,doutzen kroes.png,train,173.0,2.0,-4.0,82.0,-3.0,3.0,136.0,21.0,-8.0,95.0,0.0,-22.0
LIGHT SPRING,doutzen kroes1.png,train,170.0,1.0,-5.0,74.0,0.0,11.0,99.0,34.0,2.0,83.0,-1.0,-20.0
LIGHT SPRING,doutzen kroes2.png,train,172.0,-6.0,-2.0,123.0,-3.0,13.0,128.0,19.0,-5.0,94.0,-3.0,-19.0
LIGHT SPRING,doutzen kroes3.png,train,130.0,2.0,3.0,72.0,0.0,6.0,88.0,29.0,13.0,65.0,-2.0,-5.0
LIGHT SPRING,gillian anderson13.png,train,160.0,2.0,4.0,186.0,-5.0,-1.0,106.0,18.0,0.0,0.0,0.0,0.0
LIGHT SPRING,gillian anderson17.png,train,137.0,5.0,4.0,86.0,1.0,6.0,100.0,24.0,0.0,118.0,-2.0,-10.0
LIGHT SPRING,gillian anderson5.png,train,156.0,1.0,-3.0,103.0,-3.0,6.0,120.0,18.0,-7.0,119.0,-2.0,-17.0
LIGHT SPRING,gillian anderson6.png,train,182.0,2.0,1.0,138.0,-4.0,11.0,135.0,21.0,-3.0,110.0,-3.0,-8.0
LIGHT SPRING,gillian anderson7.png,train,165.0,3.0,-9.0,92.0,-3.0,11.0,119.0,16.0,-7.0,111.0,-2.0,-13.0
LIGHT SPRING,Ilary Blasi4.png,train,173.0,3.0,-5.0,155.0,-4.0,7.0,126.0,19.0,0.0,59.0,2.0,-4.0
LIGHT SPRING,irene grandi6.png,train,189.0,3.0,2.0,98.0,2.0,13.0,165.0,19.0,2.0,115.0,-3.0,-1.0
LIGHT SPRING,Margot Robbie10.png,train,173.0,2.0,5.0,52.0,1.0,3.0,129.0,21.0,2.0,98.0,-2.0,-6.0
LIGHT SPRING,Scarlett Johansson1.png,train,184.0,0.0,-14.0,111.0,0.0,7.0,121.0,28.0,2.0,91.5,-2.0,-11.0
LIGHT SPRING,simon baker3.png,train,165.0,1.0,6.0,43.0,-6.0,-3.0,126.0,14.0,8.0,108.0,-6.0,-5.0
LIGHT SPRING,simon baker4.png,train,115.0,4.0,6.0,40.0,0.0,6.0,88.0,15.0,0.0,72.0,-2.0,-5.0
LIGHT SPRING,valentina ferragni.png,train,137.0,7.0,7.0,135.0,-1.0,3.0,113.0,25.0,1.0,97.0,2.0,-8.0
LIGHT SPRING,valentina ferragni1.png,train,157.0,5.0,-4.0,130.0,-2.0,6.0,127.0,24.0,-6.0,103.0,-1.0,-14.0
LIGHT SPRING,valentina ferragni5.png,train,141.0,3.0,3.0,77.0,1.0,5.0,104.5,16.0,-1.0,94.0,-2.0,-6.0
LIGHT SPRING,gillian anderson11.png,train,167.0,1.0,3.0,81.0,0.0,5.0,106.0,16.0,-1.0,91.0,-1.0,-5.0
LIGHT SPRING,gillian anderson15.png,train,162.0,3.0,-1.0,141.0,-4.0,0.0,103.0,25.0,-6.0,111.0,-2.0,-9.0
LIGHT SPRING,irene grandi7.png,train,181.0,-1.0,-3.0,131.0,0.0,6.0,129.0,16.0,-4.0,115.5,-1.0,-10.0
LIGHT SPRING,valentina ferragni2.png,train,189.0,2.0,2.0,129.0,0.0,13.0,147.0,17.0,6.0,133.0,-4.0,-4.0
LIGHT SPRING,Cameron Diaz3.png,train,156.0,7.0,9.0,100.0,0.0,5.0,118.0,33.0,1.0,108.0,-3.0,-9.0
LIGHT SPRING,Cara Delevigne10.png,train,168.0,1.0,-1.0,66.0,0.0,6.0,111.0,16.0,-5.0,78.0,-3.0,-10.0
LIGHT SPRING,Cara Delevigne8.png,train,179.0,2.0,-5.0,120.0,-1.0,3.0,118.0,20.0,-2.0,97.0,-1.0,-8.0
LIGHT SPRING,Cara Delevigne9.png,train,174.0,1.0,2.0,58.0,0.0,2.0,135.0,12.0,5.0,101.0,-2.0,-11.0
LIGHT SPRING,gillian anderson10.png,train,193.0,0.0,-1.0,95.0,1.0,5.0,148.0,21.0,-2.0,99.0,-2.0,-5.0
LIGHT SPRING,gillian anderson12.png,train,139.0,2.0,-3.0,68.0,0.0,5.0,80.0,18.0,-7.0,61.0,1.0,-11.0
LIGHT SPRING,gillian anderson14.png,train,172.0,4.0,-6.0,121.0,-3.0,5.0,102.0,21.0,-3.0,50.0,0.0,-6.0
LIGHT SPRING,gillian anderson16.png,train,155.0,1.0,-2.0,106.0,-2.0,10.0,107.0,18.0,2.0,82.0,-2.0,-9.0
LIGHT SPRING,gillian anderson3.png,train,183.0,5.0,3.0,167.0,-3.0,8.0,147.0,22.0,2.0,124.0,-3.0,-9.0
LIGHT SPRING,gillian anderson9.png,train,171.0,4.0,2.0,144.0,-3.0,4.0,123.0,21.0,-2.0,0.0,0.0,0.0
LIGHT SPRING,Ilary Blasi3.png,train,153.0,1.0,-1.0,110.0,-2.0,7.0,111.0,23.0,-3.0,56.0,1.0,-7.0
LIGHT SPRING,irene grandi5.png,train,159.0,3.0,5.0,135.0,-4.0,2.0,129.0,20.0,0.0,69.0,-2.0,-4.0
LIGHT SPRING,Margot Robbie.png,train,179.0,3.0,3.0,162.0,-3.0,3.0,139.0,17.0,0.0,103.0,0.0,-11.0
LIGHT SPRING,Margot Robbie9.png,train,200.0,2.0,-2.0,182.0,-3.0,6.0,110.0,44.0,17.0,92.5,0.0,-3.0
LIGHT SPRING,Scarlett Johansson.png,train,176.0,1.0,-5.0,135.0,-4.0,7.0,90.0,45.0,19.0,81.0,3.0,-12.0
LIGHT SPRING,valentina ferragni3.png,train,165.0,2.0,1.0,126.0,-1.0,4.0,87.0,45.0,18.0,73.0,0.0,-2.0
LIGHT SPRING,valentina ferragni4.png,train,189.0,0.0,1.0,188.0,-6.0,-2.0,145.0,19.0,1.0,96.0,-2.0,-6.0
LIGHT SPRING,10123.jpg,test,174.0,5.0,4.0,111.0,1.0,11.0,139.0,24.0,6.0,117.0,-1.0,-6.0
LIGHT SPRING,1246.jpg,test,153.0,3.0,2.0,139.0,-4.0,6.0,78.0,41.0,13.0,54.0,0.0,-2.0
LIGHT SPRING,1318.jpg,test,165.0,9.0,5.0,172.0,-3.0,8.0,125.0,33.0,7.0,86.0,-2.0,-1.0
LIGHT SPRING,1633.jpg,test,191.0,2.0,2.0,151.0,-1.0,10.0,149.0,14.0,0.0,128.0,0.0,-7.0
LIGHT SPRING,1712.jpg,test,157.0,7.0,5.0,178.0,-5.0,9.0,117.0,19.0,3.0,61.0,0.0,-3.0
LIGHT SPRING,17979.jpg,test,191.0,6.0,13.0,226.0,-6.0,-2.0,161.0,16.0,6.0,94.0,3.0,9.0
LIGHT SPRING,20939.jpg,test,176.0,1.0,4.0,113.0,-3.0,8.0,120.0,28.0,-3.0,138.0,-5.0,0.0
LIGHT SPRING,219.jpg,test,189.0,6.0,7.0,119.0,0.0,16.0,139.0,28.0,11.0,75.5,-2.0,-3.0
LIGHT SPRING,23146.jpg,test,149.0,0.0,2.0,112.0,-2.0,8.0,113.0,12.0,3.0,101.0,-4.0,-16.0
LIGHT SPRING,24453.jpg,test,160.0,4.0,6.0,129.0,-2.0,5.0,142.0,15.0,-5.0,102.5,0.0,-11.0
LIGHT SPRING,24527.jpg,test,181.0,2.0,0.0,128.0,0.0,11.0,146.0,15.0,0.0,99.0,2.0,-6.0
LIGHT SPRING,2551.jpg,test,204.0,1.0,-2.0,158.0,0.0,9.0,164.0,19.0,5.0,139.0,-1.0,-11.0
LIGHT SPRING,25681.jpg,test,209.0,3.0,-7.0,196.0,-2.0,5.0,173.0,18.0,-7.0,102.0,0.0,-8.0
LIGHT SPRING,28962.jpg,test,163.0,2.0,-5.0,129.0,-4.0,5.0,89.0,30.0,3.0,86.0,-1.0,-5.0
LIGHT SPRING,29357.jpg,test,182.0,0.0,-4.0,100.0,2.0,13.0,134.0,21.0,-4.0,101.0,-1.0,-2.0
LIGHT SPRING,29796.jpg,test,186.0,12.0,2.0,187.0,-3.0,59.0,186.0,25.0,-15.0,140.0,8.0,-10.0
LIGHT SPRING,3017.jpg,test,161.0,3.0,3.0,107.0,-2.0,9.0,140.0,17.0,-4.0,0.0,0.0,0.0
LIGHT SPRING,3244.jpg,test,144.0,10.0,0.0,125.0,1.0,3.0,117.0,21.0,-2.0,63.0,1.0,-5.0
LIGHT SPRING,3387.jpg,test,188.0,2.0,-11.0,114.0,-1.0,5.0,141.0,14.0,-11.0,87.0,2.0,-3.0
LIGHT SPRING,3473.jpg,test,156.0,-1.0,6.0,181.0,-13.0,20.0,179.0,9.0,4.0,18.0,2.0,5.0
LIGHT SPRING,3639.jpg,test,186.0,4.0,2.0,167.0,-2.0,9.0,141.0,24.0,2.0,123.0,-1.0,-10.0
LIGHT SPRING,3676.jpg,test,196.0,-5.0,-1.0,91.0,5.0,9.0,137.0,23.0,4.0,130.0,3.0,-5.0
LIGHT SPRING,4481.jpg,test,172.0,2.0,-6.0,98.0,0.0,5.0,107.0,19.0,-6.0,107.0,1.0,-11.0
LIGHT SPRING,4513.jpg,test,155.0,6.0,5.0,189.0,-5.0,9.0,99.0,39.0,6.0,46.0,2.0,-5.0
LIGHT SPRING,5638.jpg,test,161.0,3.0,6.0,154.0,-2.0,2.0,144.0,16.0,-6.0,78.0,4.0,-9.0
LIGHT SPRING,6188.jpg,test,173.0,3.0,-6.0,138.0,-2.0,4.0,116.0,18.0,-3.0,122.0,5.0,-21.0
LIGHT SPRING,6475.jpg,test,185.0,5.0,2.0,185.0,-5.0,3.0,142.0,26.0,-1.0,76.0,2.0,-11.0
LIGHT SPRING,9313.jpg,test,194.0,-19.0,5.0,157.0,-20.0,3.0,124.0,15.0,1.0,135.0,-17.0,3.0
WARM SPRING,10409.jpg,train,187.0,0.0,-6.0,75.0,7.0,18.0,146.0,19.0,-3.0,132.0,-3.0,-15.0
WARM SPRING,10786.jpg,train,164.0,6.0,10.0,64.0,2.0,7.0,135.0,30.0,-2.0,108.0,0.0,-10.0
WARM SPRING,10799.jpg,train,160.0,2.0,-14.0,74.0,-1.0,7.0,112.0,22.0,-15.0,108.0,-4.0,-8.0
WARM SPRING,11139.jpg,train,161.0,2.0,-2.0,93.0,1.0,5.0,105.0,17.0,0.0,74.0,1.0,-6.0
WARM SPRING,11615.jpg,train,139.0,5.0,14.0,54.0,6.0,14.0,124.0,18.0,10.0,0.0,0.0,0.0
WARM SPRING,11800.jpg,train,142.0,5.0,-1.0,63.0,2.0,7.0,96.0,20.0,6.0,75.0,2.0,-11.0
WARM SPRING,11850.jpg,train,172.0,4.0,-4.0,10.0,-2.0,2.0,116.0,21.0,-3.0,80.0,-1.0,5.0
WARM SPRING,11986.jpg,train,184.0,-7.0,2.0,61.0,2.0,6.0,132.0,22.0,5.0,86.0,-2.0,-6.0
WARM SPRING,125.jpg,train,127.0,1.0,0.0,80.0,0.0,10.0,72.0,19.0,5.0,58.0,-1.0,-8.0
WARM SPRING,13515.jpg,train,163.0,4.0,2.0,47.0,-1.0,2.0,129.0,18.0,1.0,49.0,2.0,4.0
WARM SPRING,13568.jpg,train,108.0,4.0,11.0,123.0,-1.0,10.0,95.0,19.0,18.0,19.0,6.0,8.0
WARM SPRING,13577.jpg,train,169.0,4.0,4.0,16.0,2.0,5.0,147.0,16.0,0.0,54.0,6.0,8.0
WARM SPRING,13607.jpg,train,135.0,3.0,-13.0,62.0,4.0,15.0,95.0,14.0,-15.0,0.0,0.0,0.0
WARM SPRING,13736.jpg,train,148.0,8.0,14.0,40.0,1.0,-2.0,119.0,16.0,9.0,33.0,6.0,7.0
WARM SPRING,13847.jpg,train,127.0,6.0,8.0,135.0,-3.0,10.0,65.0,32.0,8.0,85.0,-1.0,-9.0
WARM SPRING,1515.jpg,train,156.0,2.0,-17.0,70.0,2.0,14.0,110.0,17.0,-17.0,69.0,-1.0,-9.0
WARM SPRING,15257.jpg,train,136.0,10.0,15.0,99.0,5.0,8.0,122.0,21.0,12.0,74.0,3.0,2.0
WARM SPRING,16038.jpg,train,163.0,0.0,3.0,47.0,-1.0,1.0,151.0,11.0,-1.0,0.0,0.0,0.0
WARM SPRING,1631.jpg,train,135.0,9.0,7.0,154.0,-5.0,6.0,108.0,26.0,-8.0,81.0,-5.0,-9.0
WARM SPRING,16859.jpg,train,195.0,2.0,-3.0,165.0,-4.0,7.0,183.0,14.0,-8.0,150.0,3.0,-10.0
WARM SPRING,16910.jpg,train,240.0,-5.0,-3.0,113.0,8.0,9.0,186.0,18.0,7.0,65.0,7.0,2.0
WARM SPRING,17369.jpg,train,175.0,-3.0,-11.0,14.0,4.0,2.0,154.0,8.0,-12.0,80.0,3.0,-12.0
WARM SPRING,17572.jpg,train,190.0,0.0,3.0,77.0,2.0,9.0,153.0,13.0,2.0,127.0,0.0,3.0
WARM SPRING,17938.jpg,train,182.0,-2.0,3.0,15.0,2.0,-2.0,152.0,13.0,-1.0,127.0,-7.0,-6.0
WARM SPRING,19048.jpg,train,145.0,5.0,8.0,75.0,9.0,15.0,25.0,10.0,-2.0,25.0,2.0,-5.0
WARM SPRING,19058.jpg,train,80.0,3.0,9.0,0.0,0.0,0.0,118.0,2.0,1.0,0.0,0.0,0.0
WARM SPRING,19281.jpg,train,174.0,1.0,-3.0,32.0,3.0,7.0,126.0,15.0,0.0,44.5,4.0,-11.0
WARM SPRING,19724.jpg,train,140.0,2.0,10.0,33.0,3.0,4.0,127.0,11.0,0.0,99.0,2.0,-2.0
WARM SPRING,20117.jpg,train,163.0,-3.0,-5.0,66.0,-2.0,3.0,122.0,10.0,-6.0,128.0,-2.0,-21.0
WARM SPRING,20371.jpg,train,153.0,0.0,12.0,27.0,0.0,2.0,122.0,17.0,5.0,54.0,4.0,6.0
WARM SPRING,20382.jpg,train,164.0,3.0,17.0,63.0,6.0,9.0,139.0,23.0,9.0,84.0,-3.0,-9.0
WARM SPRING,20680.jpg,train,116.0,7.0,11.0,146.0,-3.0,2.0,94.0,22.0,7.0,58.0,3.0,-20.0
WARM SPRING,20775.jpg,train,156.0,-3.0,-5.0,24.0,4.0,3.0,115.0,12.0,-2.0,74.0,0.0,-2.0
WARM SPRING,20791.jpg,train,139.0,0.0,9.0,52.0,11.0,-13.0,54.0,27.0,-15.0,64.0,8.0,-16.0
WARM SPRING,21553.jpg,train,154.0,-3.0,-5.0,29.0,3.0,2.0,120.0,16.0,-5.0,46.0,4.0,1.0
